t,t0,treatment_period,yit,country,x_temp
16436,0,0,1134990,austria,37.175
16436,0,0,2082788,belgium,38.385
16436,0,0,2127956,bulgaria,30.243
16436,0,0,3142327,czech_republic,35.936
16436,0,0,1492947,denmark,37.307
16436,0,0,678169,estonia,30.426
16436,0,0,1727833,finland,29.694
16436,0,0,4197767,france,39.54
16436,0,0,16474493.5,germany,37.192
16436,0,0,2133819,greece,48.336
16436,0,0,799330.25,hungary,35.747
16436,0,0,90464,latvia,NA
16436,0,0,113509,lithuania,29.752
16436,0,0,33273.5,luxembourg,35.06
16436,0,0,3073700,netherlands,39.183
16436,0,0,210231,norway,30.533
16436,0,0,9624941,poland,34.165
16436,0,0,1514123,portugal,51.044
16436,0,0,2008244,romania,31.508
16436,0,0,222079,slovakia,36.227
16436,0,0,318625,slovenia,35.042
16436,0,0,7522447,spain,41.387
16467,0,0,1296311,austria,36.297
16467,0,0,2027421,belgium,37.767
16467,0,0,1745321,bulgaria,31.557
16467,0,0,3247403,czech_republic,33.966
16467,0,0,1449717,denmark,35.171
16467,0,0,680273,estonia,32.443
16467,0,0,1553325,finland,32.24
16467,0,0,4655440,france,38.599
16467,0,0,18086818.25,germany,35.087
16467,0,0,1511404,greece,48.159
16467,0,0,763183.75,hungary,36.763
16467,0,0,70400,latvia,NA
16467,0,0,116505,lithuania,30.932
16467,0,0,30040,luxembourg,33.832
16467,0,0,3477831,netherlands,38.237
16467,0,0,212924,norway,31.916
16467,0,0,9551589,poland,34.33
16467,0,0,1235406,portugal,51.792
16467,0,0,1829980,romania,36.077
16467,0,0,281345,slovakia,35.778
16467,0,0,287421,slovenia,33.907
16467,0,0,5412901,spain,43.46
16495,0,0,1188259,austria,43.686
16495,0,0,1720064,belgium,43.244
16495,0,0,1600319,bulgaria,37.29
16495,0,0,3413288,czech_republic,41.734
16495,0,0,1087632,denmark,40.298
16495,0,0,508431,estonia,36.433
16495,0,0,1428836,finland,35.027
16495,0,0,3639258,france,45.807
16495,0,0,18297627.25,germany,42.495
16495,0,0,1627848,greece,51.757
16495,0,0,731172.25,hungary,44.185
16495,0,0,73540,latvia,NA
16495,0,0,126658,lithuania,38.939
16495,0,0,30319.25,luxembourg,42.19
16495,0,0,3164398.25,netherlands,42.925
16495,0,0,227982,norway,37.146
16495,0,0,9935996,poland,41.334
16495,0,0,1330894,portugal,57.31
16495,0,0,1811859,romania,43.911
16495,0,0,291498,slovakia,43.595
16495,0,0,313248,slovenia,42.964
16495,0,0,5445184,spain,50.965
16526,0,0,785489.75,austria,51.201
16526,0,0,1623703,belgium,48.562
16526,0,0,1704825,bulgaria,45.428
16526,0,0,3031006,czech_republic,47.117
16526,0,0,1029368,denmark,44.777
16526,0,0,480411,estonia,40.7
16526,0,0,1093908,finland,39.482
16526,0,0,1727727,france,52.411
16526,0,0,15101003.75,germany,47.544
16526,0,0,1277021,greece,58.301
16526,0,0,476887.75,hungary,51.086
16526,0,0,42880,latvia,NA
16526,0,0,120929,lithuania,43.432
16526,0,0,26676,luxembourg,49.072
16526,0,0,2914749.25,netherlands,47.499
16526,0,0,210182,norway,43.313
16526,0,0,8787366,poland,46.057
16526,0,0,1389632,portugal,60.949
16526,0,0,1497105,romania,52.592
16526,0,0,248402,slovakia,51.228
16526,0,0,310374,slovenia,49.601
16526,0,0,5556862,spain,57.313
16556,0,0,282972.25,austria,59.076
16556,0,0,1362901,belgium,54.257
16556,0,0,1241076,bulgaria,58.665
16556,0,0,2336328,czech_republic,55.298
16556,0,0,745505,denmark,49.671
16556,0,0,559473,estonia,48.13
16556,0,0,821785,finland,47.115
16556,0,0,808852,france,56.459
16556,0,0,12130637,germany,54.381
16556,0,0,1426883,greece,68.286
16556,0,0,561317.75,hungary,60.435
16556,0,0,31551,latvia,NA
16556,0,0,197888,lithuania,50.97
16556,0,0,24446.75,luxembourg,54.075
16556,0,0,2613937,netherlands,53.23
16556,0,0,212251,norway,46.623
16556,0,0,8720615,poland,54.137
16556,0,0,1419830,portugal,67.583
16556,0,0,1269606,romania,65.215
16556,0,0,219964,slovakia,59.023
16556,0,0,209271,slovenia,59.422
16556,0,0,5524990,spain,66.411
16587,0,0,199751,austria,67.052
16587,0,0,1261258,belgium,60.035
16587,0,0,1346119,bulgaria,60.352
16587,0,0,2431658,czech_republic,61.946
16587,0,0,698108,denmark,55.561
16587,0,0,364846,estonia,55.251
16587,0,0,428650,finland,54.5
16587,0,0,770961,france,64.178
16587,0,0,14504747.5,germany,61.19
16587,0,0,1646623,greece,73.353
16587,0,0,503549,hungary,67.582
16587,0,0,71839,latvia,NA
16587,0,0,195899,lithuania,58.272
16587,0,0,20733.75,luxembourg,61.322
16587,0,0,3043036.75,netherlands,58.692
16587,0,0,204909,norway,56.156
16587,0,0,9037583,poland,61.495
16587,0,0,1920776,portugal,71.606
16587,0,0,1404521,romania,69.667
16587,0,0,158646,slovakia,66.877
16587,0,0,276922,slovenia,65.591
16587,0,0,7935659,spain,74.622
16617,0,0,287816.5,austria,74.436
16617,0,0,1489383,belgium,65.094
16617,0,0,1618676,bulgaria,68.826
16617,0,0,2594554,czech_republic,70.022
16617,0,0,441817,denmark,61.002
16617,0,0,393437,estonia,60.141
16617,0,0,349457,finland,59.65
16617,0,0,1213177,france,69.137
16617,0,0,15721810,germany,67.311
16617,0,0,2465018,greece,80.972
16617,0,0,714771.25,hungary,73.871
16617,0,0,125978,latvia,NA
16617,0,0,156043,lithuania,62.2
16617,0,0,18709.5,luxembourg,68.035
16617,0,0,3841484.5,netherlands,64.065
16617,0,0,205854,norway,59.802
16617,0,0,9286090,poland,65.794
16617,0,0,2007068,portugal,72.862
16617,0,0,2257352,romania,76.461
16617,0,0,201541,slovakia,74.242
16617,0,0,404975,slovenia,72.732
16617,0,0,9747545,spain,84.156
16648,0,0,305058,austria,74.23
16648,0,0,1642683,belgium,66.374
16648,0,0,1858745,bulgaria,68.123
16648,0,0,2579088,czech_republic,72.587
16648,0,0,560192,denmark,64.003
16648,0,0,495777,estonia,61.49
16648,0,0,427841,finland,61.5
16648,0,0,842532,france,68.652
16648,0,0,16692021.25,germany,71.671
16648,0,0,2407022,greece,82.055
16648,0,0,834098,hungary,74.258
16648,0,0,240865,latvia,NA
16648,0,0,184955,lithuania,66.074
16648,0,0,18342,luxembourg,67.378
16648,0,0,3512345.75,netherlands,65.125
16648,0,0,214880,norway,60.039
16648,0,0,9580052,poland,70.69
16648,0,0,1846756,portugal,72.708
16648,0,0,2261581,romania,75.353
16648,0,0,212114,slovakia,74.237
16648,0,0,262051,slovenia,70.179
16648,0,0,8134844,spain,77.386
16679,0,0,448466.25,austria,61.371
16679,0,0,2132538,belgium,56.094
16679,0,0,1909481,bulgaria,62.624
16679,0,0,2498031,czech_republic,57.918
16679,0,0,559534,denmark,56.788
16679,0,0,612491,estonia,55.677
16679,0,0,776612,finland,55.402
16679,0,0,1741498,france,57.352
16679,0,0,18680857.75,germany,57.788
16679,0,0,2053206,greece,76.411
16679,0,0,760957,hungary,63.561
16679,0,0,164130,latvia,NA
16679,0,0,183476,lithuania,55.962
16679,0,0,19538.5,luxembourg,54.985
16679,0,0,4051771.5,netherlands,56.345
16679,0,0,201895,norway,53.547
16679,0,0,9599379,poland,58.528
16679,0,0,1925492,portugal,68.77
16679,0,0,2104070,romania,67.981
16679,0,0,219016,slovakia,61.638
16679,0,0,311830,slovenia,59.317
16679,0,0,7338986,spain,67.674
16709,0,0,742502.75,austria,49.939
16709,0,0,2015107,belgium,50.295
16709,0,0,1836034,bulgaria,48.571
16709,0,0,3091469,czech_republic,47.551
16709,0,0,813537,denmark,49.518
16709,0,0,559801,estonia,43.387
16709,0,0,1153438,finland,43.034
16709,0,0,3073650,france,51.865
16709,0,0,20973503.5,germany,47.45
16709,0,0,1878617,greece,65.675
16709,0,0,731020.5,hungary,50.209
16709,0,0,250950,latvia,NA
16709,0,0,169054,lithuania,41.192
16709,0,0,29346.25,luxembourg,48.115
16709,0,0,4499194.5,netherlands,50.444
16709,0,0,193040,norway,44.327
16709,0,0,9922710,poland,44.96
16709,0,0,1854893,portugal,65.36
16709,0,0,2142246,romania,52.42
16709,0,0,235121,slovakia,49.957
16709,0,0,286640,slovenia,50.142
16709,0,0,6847528,spain,59.458
16740,0,0,934631.25,austria,47.403
16740,0,0,2192636,belgium,49.872
16740,0,0,1350523,bulgaria,44.3
16740,0,0,3234551,czech_republic,44.764
16740,0,0,1109086,denmark,45.096
16740,0,0,565598,estonia,40.926
16740,0,0,1226579,finland,41.053
16740,0,0,3845725,france,51.132
16740,0,0,17857989.75,germany,45.689
16740,0,0,2059355,greece,60.426
16740,0,0,976364,hungary,44.832
16740,0,0,327611,latvia,NA
16740,0,0,108697,lithuania,38.914
16740,0,0,31334.75,luxembourg,45.695
16740,0,0,4269758.25,netherlands,50.107
16740,0,0,199510,norway,37.126
16740,0,0,9692310,poland,41.655
16740,0,0,1756087,portugal,60.416
16740,0,0,2445259,romania,47.638
16740,0,0,251964,slovakia,46.141
16740,0,0,337640,slovenia,43.78
16740,0,0,7588906,spain,52.956
16770,0,0,918105.25,austria,38.928
16770,0,0,1945048,belgium,49.274
16770,0,0,2211452,bulgaria,34.6
16770,0,0,3383955,czech_republic,41.683
16770,0,0,1118722,denmark,43.408
16770,0,0,548502,estonia,37.689
16770,0,0,1342162,finland,37.006
16770,0,0,3522980,france,48.591
16770,0,0,17164650.25,germany,44.274
16770,0,0,2729766,greece,50.283
16770,0,0,932826.5,hungary,37.167
16770,0,0,242484,latvia,NA
16770,0,0,142658,lithuania,34.265
16770,0,0,32185,luxembourg,44.595
16770,0,0,4639291.5,netherlands,49.215
16770,0,0,241333,norway,34.9
16770,0,0,9926448,poland,40.014
16770,0,0,1716281,portugal,56.317
16770,0,0,2531340,romania,39.402
16770,0,0,290114,slovakia,37.787
16770,0,0,370920,slovenia,36.475
16770,0,0,8075660,spain,47.572
16801,0,0,1273011.5,austria,33.263
16801,0,0,1840958,belgium,40.819
16801,0,0,2146159,bulgaria,27.241
16801,0,0,3573905,czech_republic,31.408
16801,0,0,1548632,denmark,31.955
16801,0,0,784508,estonia,18.275
16801,0,0,1890592,finland,15.477
16801,0,0,4001918,france,41.694
16801,0,0,19513227,germany,31.132
16801,0,0,2403127,greece,49.542
16801,0,0,970294,hungary,30.217
16801,0,0,366678,latvia,NA
16801,0,0,120839,lithuania,17.778
16801,0,0,33101,luxembourg,36.381
16801,0,0,5190448.75,netherlands,40.276
16801,0,0,235172,norway,19.27
16801,0,0,10263131,poland,25.748
16801,0,0,1348071,portugal,55.977
16801,0,0,2686172,romania,26.507
16801,0,0,272201,slovakia,32.128
16801,0,0,367269,slovenia,32.482
16801,0,0,5454675,spain,46.143
16832,0,0,1062655.75,austria,43.428
16832,0,0,1477989,belgium,40.329
16832,0,0,1466670,bulgaria,42.044
16832,0,0,3163985,czech_republic,39.199
16832,0,0,1222059,denmark,36.39
16832,0,0,524157,estonia,32.404
16832,0,0,1321572,finland,31.459
16832,0,0,3084094,france,42.268
16832,0,0,16263856.75,germany,38.937
16832,0,0,1702640,greece,55.494
16832,0,0,788020.25,hungary,42.558
16832,0,0,57894,latvia,NA
16832,0,0,50488,lithuania,33.571
16832,0,0,31684.75,luxembourg,38.496
16832,0,0,4783553.75,netherlands,40.314
16832,0,0,187192,norway,29.437
16832,0,0,8897471,poland,38.202
16832,0,0,1016180,portugal,54.396
16832,0,0,1732682,romania,44.547
16832,0,0,264320,slovakia,42.996
16832,0,0,306705,slovenia,39.723
16832,0,0,4122747,spain,45.672
16861,0,0,903965,austria,43.739
16861,0,0,1668310,belgium,41.564
16861,0,0,1253409,bulgaria,40.998
16861,0,0,3405122,czech_republic,39.936
16861,0,0,1432258,denmark,38.733
16861,0,0,493226,estonia,32.598
16861,0,0,1322072,finland,32.204
16861,0,0,3820675,france,43.673
16861,0,0,18375134.25,germany,40.504
16861,0,0,1571080,greece,54.76
16861,0,0,713398.25,hungary,44.351
16861,0,0,114446,latvia,NA
16861,0,0,58981,lithuania,34.508
16861,0,0,32556,luxembourg,39.83
16861,0,0,5231374.5,netherlands,41.723
16861,0,0,239738,norway,36.409
16861,0,0,9839087,poland,39.196
16861,0,0,1173117,portugal,54.695
16861,0,0,1601949,romania,46.133
16861,0,0,286978,slovakia,43.731
16861,0,0,334986,slovenia,42.315
16861,0,0,4228943,spain,47.373
16892,0,0,591636,austria,51.015
16892,0,0,1248351,belgium,47.003
16892,0,0,1178980,bulgaria,53.586
16892,0,0,2674734,czech_republic,47.414
16892,0,0,1068712,denmark,43.816
16892,0,0,516008,estonia,40.562
16892,0,0,1009680,finland,39.519
16892,0,0,1985316,france,48.191
16892,0,0,15815383.5,germany,47.364
16892,0,0,1348035,greece,63.693
16892,0,0,460506.25,hungary,53.542
16892,0,0,73489,latvia,NA
16892,0,0,54326,lithuania,44.411
16892,0,0,27156.5,luxembourg,45.784
16892,0,0,4178070.5,netherlands,47.135
16892,0,0,217355,norway,41.375
16892,0,0,8645891,poland,48.464
16892,0,0,701297,portugal,58.324
16892,0,0,1197986,romania,57.344
16892,0,0,231236,slovakia,51.259
16892,0,0,248578,slovenia,51.346
16892,0,0,3213448,spain,52.47
16922,0,0,174903,austria,59.339
16922,0,0,1218126,belgium,57.092
16922,0,0,1119234,bulgaria,54.839
16922,0,0,2651078,czech_republic,58.359
16922,0,0,775107,denmark,55.512
16922,0,0,454873,estonia,53.282
16922,0,0,621246,finland,54.194
16922,0,0,1424185,france,56.821
16922,0,0,15121872.25,germany,60.452
16922,0,0,1513172,greece,67.061
16922,0,0,586404.25,hungary,60.691
16922,0,0,78957,latvia,NA
16922,0,0,77360,lithuania,57.13
16922,0,0,23765.5,luxembourg,55.508
16922,0,0,4420420,netherlands,58.25
16922,0,0,223600,norway,53.021
16922,0,0,8865160,poland,62.169
16922,0,0,949783,portugal,62.275
16922,0,0,1233817,romania,61.119
16922,0,0,221771,slovakia,59.99
16922,0,0,249557,slovenia,57.689
16922,0,0,3820745,spain,59.157
16953,0,0,138083.25,austria,67.208
16953,0,0,1175578,belgium,61.38
16953,0,0,1086906,bulgaria,66.015
16953,0,0,2625794,czech_republic,65.558
16953,0,0,671316,denmark,60.996
16953,0,0,487690,estonia,58.866
16953,0,0,478289,finland,57.829
16953,0,0,1448762,france,62.702
16953,0,0,15758061,germany,66.5
16953,0,0,2091622,greece,78.601
16953,0,0,714153.25,hungary,68.518
16953,0,0,144530,latvia,NA
16953,0,0,92695,lithuania,62.111
16953,0,0,21260.25,luxembourg,61.401
16953,0,0,4434103.25,netherlands,62.514
16953,0,0,190289,norway,60.604
16953,0,0,9117704,poland,66.99
16953,0,0,1882285,portugal,69.752
16953,0,0,1597675,romania,72.675
16953,0,0,227081,slovakia,67.743
16953,0,0,290594,slovenia,65.452
16953,0,0,5221749,spain,72.442
16983,0,0,130458,austria,70.963
16983,0,0,1268474,belgium,65.108
16983,0,0,1302772,bulgaria,68.801
16983,0,0,2530404,czech_republic,68.851
16983,0,0,733410,denmark,62.36
16983,0,0,637812,estonia,62.856
16983,0,0,350014,finland,62.486
16983,0,0,1813196,france,67.274
16983,0,0,15513180,germany,67.931
16983,0,0,2387188,greece,82
16983,0,0,809831.5,hungary,70.773
16983,0,0,99658,latvia,NA
16983,0,0,56102,lithuania,64.43
16983,0,0,19170,luxembourg,65.048
16983,0,0,3949165.25,netherlands,64.614
16983,0,0,210038,norway,61.788
16983,0,0,8972785,poland,68.053
16983,0,0,2174418,portugal,74.936
16983,0,0,1817886,romania,75.527
16983,0,0,212999,slovakia,71.456
16983,0,0,391748,slovenia,71.179
16983,0,0,6797086,spain,80.867
17014,0,0,103154.75,austria,67.623
17014,0,0,1419729,belgium,64.749
17014,0,0,1398657,bulgaria,66.566
17014,0,0,2682538,czech_republic,65.665
17014,0,0,783613,denmark,61.383
17014,0,0,765444,estonia,60.606
17014,0,0,489950,finland,59.806
17014,0,0,1926532,france,68.89
17014,0,0,16115188.25,germany,65.548
17014,0,0,1753716,greece,81.514
17014,0,0,837552.5,hungary,68.065
17014,0,0,56237,latvia,NA
17014,0,0,45624,lithuania,61.684
17014,0,0,18943.75,luxembourg,64.956
17014,0,0,4605884.5,netherlands,64.552
17014,0,0,227109,norway,59.06
17014,0,0,9289828,poland,66.121
17014,0,0,2197389,portugal,75.479
17014,0,0,1795652,romania,74.315
17014,0,0,236965,slovakia,67.846
17014,0,0,299571,slovenia,67.684
17014,0,0,6429672,spain,79.706
17045,0,0,466031.25,austria,65.334
17045,0,0,1528823,belgium,64.115
17045,0,0,1438184,bulgaria,61.019
17045,0,0,3013533,czech_republic,64.298
17045,0,0,742378,denmark,60.988
17045,0,0,711452,estonia,55.129
17045,0,0,634403,finland,54.122
17045,0,0,3481325,france,64.751
17045,0,0,17269918,germany,64.596
17045,0,0,1918645,greece,74.133
17045,0,0,806669.75,hungary,64.771
17045,0,0,60732,latvia,NA
17045,0,0,96305,lithuania,55.16
17045,0,0,16241.75,luxembourg,62.648
17045,0,0,5272812.75,netherlands,64.291
17045,0,0,155588,norway,57.888
17045,0,0,8978978,poland,62.239
17045,0,0,2118544,portugal,72.425
17045,0,0,1789095,romania,67.09
17045,0,0,219555,slovakia,65.866
17045,0,0,360178,slovenia,63.756
17045,0,0,7022048,spain,71.73
17075,0,0,955822.5,austria,49.474
17075,0,0,2269899,belgium,49.789
17075,0,0,2069657,bulgaria,50.66
17075,0,0,3610499,czech_republic,47.487
17075,0,0,1261061,denmark,47.854
17075,0,0,799731,estonia,40.99
17075,0,0,1412276,finland,40.872
17075,0,0,4405872,france,51.701
17075,0,0,19643536.25,germany,47.337
17075,0,0,2245210,greece,65.933
17075,0,0,850871.5,hungary,49.102
17075,0,0,257192,latvia,NA
17075,0,0,47734,lithuania,40.604
17075,0,0,25196.75,luxembourg,48.034
17075,0,0,6283719.75,netherlands,50.264
17075,0,0,208058,norway,42.077
17075,0,0,9999526,poland,45.393
17075,0,0,1955813,portugal,66.132
17075,0,0,2065301,romania,50.532
17075,0,0,243770,slovakia,49.424
17075,0,0,470381,slovenia,48.594
17075,0,0,8337042,spain,61.789
17106,0,0,1341433,austria,40.973
17106,0,0,2214409,belgium,43.014
17106,0,0,1935825,bulgaria,41.372
17106,0,0,3636711,czech_republic,38.28
17106,0,0,1500808,denmark,39.69
17106,0,0,814085,estonia,32.242
17106,0,0,1830577,finland,31.243
17106,0,0,5914898,france,44.901
17106,0,0,19441597,germany,39.143
17106,0,0,2217477,greece,57.831
17106,0,0,871243.5,hungary,40.88
17106,0,0,363545,latvia,NA
17106,0,0,166824,lithuania,32.372
17106,0,0,32157.5,luxembourg,40.879
17106,0,0,5942019,netherlands,41.996
17106,0,0,214950,norway,32.333
17106,0,0,10233583,poland,37.875
17106,0,0,2032864,portugal,58.072
17106,0,0,2181168,romania,42.157
17106,0,0,308779,slovakia,40.802
17106,0,0,378533,slovenia,42.573
17106,0,0,8613410,spain,48.467
17136,0,0,1565289.5,austria,34.203
17136,0,0,2241456,belgium,40.178
17136,0,0,2101738,bulgaria,29.422
17136,0,0,3607720,czech_republic,33.603
17136,0,0,1367209,denmark,39.686
17136,0,0,662336,estonia,33.103
17136,0,0,1570959,finland,31.208
17136,0,0,6312500,france,39.159
17136,0,0,18783921.25,germany,37.036
17136,0,0,2842172,greece,46.216
17136,0,0,927616.25,hungary,31.137
17136,0,0,224198,latvia,NA
17136,0,0,107463,lithuania,30.116
17136,0,0,33354.25,luxembourg,34.888
17136,0,0,5871563.5,netherlands,41.013
17136,0,0,219103,norway,32.731
17136,0,0,9935737,poland,33.753
17136,0,0,2143501,portugal,54.271
17136,0,0,2464028,romania,32.574
17136,0,0,332081,slovakia,33.225
17136,0,0,471445,slovenia,31.882
17136,0,0,8792688,spain,45.75
17167,0,0,2289064.75,austria,25.478
17167,0,0,2323000,belgium,33.904
17167,0,0,2297316,bulgaria,19.393
17167,0,0,4100404,czech_republic,23.246
17167,0,0,1060823,denmark,33.542
17167,0,0,859806,estonia,28.582
17167,0,0,1681867,finland,27.88
17167,0,0,7307918,france,35.055
17167,0,0,22397703.25,germany,30.056
17167,0,0,3311491,greece,43.863
17167,0,0,1149743.5,hungary,22.561
17167,0,0,278294,latvia,NA
17167,0,0,61235,lithuania,22.82
17167,0,0,35498,luxembourg,29.261
17167,0,0,6268154.25,netherlands,34.93
17167,0,0,224732,norway,28.492
17167,0,0,11499245,poland,25.661
17167,0,0,2335785,portugal,51.223
17167,0,0,2888523,romania,22.19
17167,0,0,379284,slovakia,24.574
17167,0,0,507744,slovenia,24.382
17167,0,0,9033772,spain,41.168
17198,0,0,1494383.25,austria,37.896
17198,0,0,1765287,belgium,42.618
17198,0,0,1827542,bulgaria,35.041
17198,0,0,3466101,czech_republic,36.062
17198,0,0,977230,denmark,35.083
17198,0,0,727990,estonia,27.612
17198,0,0,1543582,finland,27.029
17198,0,0,5357774,france,44.154
17198,0,0,17600700.75,germany,35.871
17198,0,0,2513175,greece,50.877
17198,0,0,772157.5,hungary,36.988
